DATE,ACMH,ACSH,AWND,DASF,FMTM,MDSF,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
1938-11-16,,,,,,,,0,,0,0,,45,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-11-17,,,,,,,,0.47,,0,0,,57,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-11-18,,,,,,,,0,,0,0,,68,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-11-19,,,,,,,,0.68,,0,0,,68,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-11-20,,,,,,,,0,,0,0,,53,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-11-21,,,,,,,,0,,0,0,,52,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-11-22,,,,,,,,0,,0,0,,55,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-11-23,,,,,,,,0.05,,0,0,,52,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-11-24,,,,,,,,0.61,,3.9,1,,34,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-11-25,,,,,,,,0.51,,4.9,8,,29,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-11-26,,,,,,,,0.05,,0.5,7,,29,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-11-27,,,,,,,,0.24,,3.5,9,,34,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-11-28,,,,,,,,0,,0,8,,35,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-11-29,,,,,,,,0,,0,6,,42,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-11-30,,,,,,,,0,,0,4,,48,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-01,,,,,,,,0,,0,3,,41,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-02,,,,,,,,0,,0,3,,32,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-03,,,,,,,,0.06,,0,1,,53,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-04,,,,,,,,0.18,,0,0,,61,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-05,,,,,,,,0.57,,0,0,,58,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-06,,,,,,,,0.09,,0,0,,58,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-07,,,,,,,,0,,0,0,,53,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-08,,,,,,,,0,,0,0,,53,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-09,,,,,,,,0.29,,0,0,,50,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-10,,,,,,,,0.12,,0,0,,53,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-11,,,,,,,,0,,0,0,,44,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-12,,,,,,,,0.1,,0,0,,48,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-13,,,,,,,,0,,0,0,,41,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-14,,,,,,,,0,,0,0,,45,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-15,,,,,,,,0,,0,0,,33,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-16,,,,,,,,0,,0,0,,37,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-17,,,,,,,,0.03,,0,0,,42,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-18,,,,,,,,0.03,,0,0,,40,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-19,,,,,,,,0.06,,0,0,,37,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-20,,,,,,,,0,,0,0,,39,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-21,,,,,,,,0.03,,0.4,0,,33,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-22,,,,,,,,0,,0,0,,32,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-23,,,,,,,,0.03,,0.4,0,,31,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-24,,,,,,,,0,,0,0,,39,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-25,,,,,,,,0,,0,0,,42,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-26,,,,,,,,0.28,,0,0,,40,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-27,,,,,,,,0.72,,0,0,,53,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-28,,,,,,,,0,,0,0,,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-29,,,,,,,,0,,0,0,,35,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-30,,,,,,,,0,,0,0,,34,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938-12-31,,,,,,,,0.03,,0.9,0,,37,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-01,,,,,,,,0,,0,0,,44,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-02,,,,,,,,0,,0,0,,53,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-03,,,,,,,,0,,0,0,,38,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-04,,,,,,,,0,,0,0,,35,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-05,,,,,,,,0.13,,0,0,,45,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-06,,,,,,,,1.04,,0,0,,55,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-07,,,,,,,,0,,0,0,,53,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-08,,,,,,,,0,,0,0,,47,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-09,,,,,,,,0,,0,0,,51,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-10,,,,,,,,0.1,,0,0,,54,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-11,,,,,,,,0,,0,0,,51,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-12,,,,,,,,0,,0,0,,39,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-13,,,,,,,,0.78,,7.8,5,,30,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-14,,,,,,,,0.11,,1,8,,26,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-15,,,,,,,,0,,0,7,,36,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-16,,,,,,,,0,,0,6,,35,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-17,,,,,,,,0,,0,5,,36,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-18,,,,,,,,0,,0,5,,29,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-19,,,,,,,,0.03,,0.4,4,,29,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-20,,,,,,,,0,,0,4,,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-21,,,,,,,,0.02,,0.3,4,,30,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-22,,,,,,,,0.07,,0,2,,42,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-23,,,,,,,,0,,0,2,,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-24,,,,,,,,0.01,,0,1,,37,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-25,,,,,,,,0,,0,1,,37,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-26,,,,,,,,0,,0,1,,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-27,,,,,,,,0,,0,0,,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-28,,,,,,,,0,,0,0,,34,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-29,,,,,,,,0.25,,0,0,,41,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-30,,,,,,,,1.19,,0,0,,37,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-01-31,,,,,,,,0.07,,0.8,1,,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-01,,,,,,,,0,,0,0,,36,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-02,,,,,,,,0.1,,0.3,0,,40,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-03,,,,,,,,1.5,,0,0,,40,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-04,,,,,,,,0,,0,0,,34,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-05,,,,,,,,0,,0,0,,35,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-06,,,,,,,,0.02,,0.1,0,,41,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-07,,,,,,,,0.56,,4.4,1,,43,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-08,,,,,,,,0,,0,0,,44,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-09,,,,,,,,0,,0,0,,46,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-10,,,,,,,,0.51,,0,0,,42,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-11,,,,,,,,0.25,,0,0,,43,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-12,,,,,,,,0,,0,0,,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-13,,,,,,,,0,,0,0,,55,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-14,,,,,,,,0,,0,0,,48,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-15,,,,,,,,0.42,,0.4,0,,62,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-16,,,,,,,,0,,0,0,,29,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-17,,,,,,,,0,,0,0,,39,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-18,,,,,,,,0,,0,0,,55,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-19,,,,,,,,0,,0,0,,56,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-20,,,,,,,,0,,0,0,,69,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-21,,,,,,,,0,,0,0,,52,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-22,,,,,,,,0.1,,0.3,0,,38,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-23,,,,,,,,0,,0,0,,29,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-24,,,,,,,,0,,0,0,,44,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-25,,,,,,,,0,,0,0,,36,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-26,,,,,,,,1.59,,0,0,,52,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-27,,,,,,,,0,,0,0,,52,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-02-28,,,,,,,,1.15,,0,0,,57,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-01,,,,,,,,0,,0,0,,48,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-02,,,,,,,,0,,0,0,,38,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-03,,,,,,,,0,,0,0,,45,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-04,,,,,,,,0.08,,0,0,,50,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-05,,,,,,,,0.3,,0,0,,49,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-06,,,,,,,,0.36,,0,0,,61,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-07,,,,,,,,0,,0,0,,42,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-08,,,,,,,,0,,0,0,,37,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-09,,,,,,,,0.12,,1.8,0,,49,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-10,,,,,,,,0,,0,0,,41,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-11,,,,,,,,0.4,,2.7,2,,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-12,,,,,,,,0.89,,0.4,3,,34,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-13,,,,,,,,0.19,,2.1,4,,39,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-14,,,,,,,,0,,0,1,,44,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-15,,,,,,,,0.74,,0,0,,52,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-16,,,,,,,,0.19,,0,0,,50,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-17,,,,,,,,0,,0,0,,41,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-18,,,,,,,,0,,0,0,,37,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-19,,,,,,,,0,,0,0,,33,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-20,,,,,,,,0,,0,0,,46,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-21,,,,,,,,0,,0,0,,39,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-22,,,,,,,,0,,0,0,,41,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-23,,,,,,,,0,,0,0,,49,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-24,,,,,,,,0,,0,0,,72,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-25,,,,,,,,0,,0,0,,60,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-26,,,,,,,,0,,0,0,,58,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-27,,,,,,,,0.33,,0,0,,73,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-28,,,,,,,,0.45,,0,0,,40,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-29,,,,,,,,0,,0,0,,45,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-30,,,,,,,,0.73,,0,0,,48,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-31,,,,,,,,0,,0,0,,51,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-01,,,,,,,,0.54,,0,0,,54,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-02,,,,,,,,0.93,,0,0,,46,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-03,,,,,,,,0,,0,0,,44,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-04,,,,,,,,0,,0,0,,41,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-05,,,,,,,,0,,0,0,,55,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-06,,,,,,,,1.3,,0,0,,55,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-07,,,,,,,,0,,0,0,,50,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-08,,,,,,,,0,,0,0,,42,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-09,,,,,,,,0.1,,0,0,,46,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-10,,,,,,,,0.05,,0,0,,46,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-11,,,,,,,,0.18,,0,0,,74,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-12,,,,,,,,0.01,,0,0,,53,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-13,,,,,,,,0,,0,0,,51,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-14,,,,,,,,0,,0,0,,56,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-15,,,,,,,,0,,0,0,,57,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-16,,,,,,,,0.01,,0,0,,52,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-17,,,,,,,,0.25,,0,0,,47,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-18,,,,,,,,0.17,,0,0,,50,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-19,,,,,,,,0.38,,0,0,,57,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-20,,,,,,,,0,,0,0,,61,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-21,,,,,,,,0,,0,0,,61,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-22,,,,,,,,0.07,,0,0,,64,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-23,,,,,,,,0,,0,0,,71,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-24,,,,,,,,0,,0,0,,66,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-25,,,,,,,,0,,0,0,,86,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-26,,,,,,,,0.12,,0,0,,51,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-27,,,,,,,,0,,0,0,,58,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-28,,,,,,,,0.08,,0,0,,46,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-29,,,,,,,,0,,0,0,,58,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-04-30,,,,,,,,0.07,,0,0,,62,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-01,,,,,,,,0,,0,0,,64,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-02,,,,,,,,0,,0,0,,61,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-03,,,,,,,,0,,0,0,,56,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-04,,,,,,,,0,,0,0,,72,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-05,,,,,,,,0,,0,0,,79,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-06,,,,,,,,0,,0,0,,89,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-07,,,,,,,,0,,0,0,,92,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-08,,,,,,,,0,,0,0,,72,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-09,,,,,,,,0.54,,0,0,,74,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-10,,,,,,,,0,,0,0,,78,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-11,,,,,,,,0,,0,0,,76,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-12,,,,,,,,0,,0,0,,66,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-13,,,,,,,,0.15,,0,0,,52,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-14,,,,,,,,0,,0,0,,63,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-15,,,,,,,,0,,0,0,,63,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-16,,,,,,,,0,,0,0,,60,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-17,,,,,,,,0,,0,0,,73,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-18,,,,,,,,0,,0,0,,75,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-19,,,,,,,,0,,0,0,,82,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-20,,,,,,,,0,,0,0,,90,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-21,,,,,,,,0.04,,0,0,,75,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-22,,,,,,,,0.1,,0,0,,66,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-23,,,,,,,,0,,0,0,,64,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-24,,,,,,,,0,,0,0,,71,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-25,,,,,,,,0,,0,0,,80,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-26,,,,,,,,0,,0,0,,76,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-27,,,,,,,,0,,0,0,,76,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-28,,,,,,,,0,,0,0,,90,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-29,,,,,,,,0,,0,0,,90,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-30,,,,,,,,0,,0,0,,89,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-05-31,,,,,,,,0.06,,0,0,,96,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-01,,,,,,,,0,,0,0,,80,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-02,,,,,,,,0,,0,0,,76,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-03,,,,,,,,0,,0,0,,75,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-04,,,,,,,,0.1,,0,0,,80,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-05,,,,,,,,0,,0,0,,87,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-06,,,,,,,,0,,0,0,,83,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-07,,,,,,,,0,,0,0,,78,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-08,,,,,,,,0,,0,0,,91,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-09,,,,,,,,0,,0,0,,94,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-10,,,,,,,,0.17,,0,0,,86,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-11,,,,,,,,0.02,,0,0,,87,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-12,,,,,,,,0,,0,0,,85,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-13,,,,,,,,1.04,,0,0,,81,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-14,,,,,,,,0.37,,0,0,,79,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-15,,,,,,,,0,,0,0,,76,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-16,,,,,,,,0,,0,0,,86,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-17,,,,,,,,0.02,,0,0,,93,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-18,,,,,,,,0,,0,0,,72,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-19,,,,,,,,0.06,,0,0,,68,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-20,,,,,,,,0.07,,0,0,,84,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-21,,,,,,,,0,,0,0,,89,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-22,,,,,,,,0,,0,0,,80,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-23,,,,,,,,0.02,,0,0,,84,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-24,,,,,,,,0,,0,0,,85,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-25,,,,,,,,0,,0,0,,78,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-26,,,,,,,,0,,0,0,,77,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-27,,,,,,,,0,,0,0,,75,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-28,,,,,,,,0,,0,0,,82,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-29,,,,,,,,0.03,,0,0,,80,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-06-30,,,,,,,,1.9,,0,0,,82,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-07-01,,,,,,,,0,,0,0,,85,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-07-02,,,,,,,,0,,0,0,,82,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-07-03,,,,,,,,0,,0,0,,81,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-07-04,,,,,,,,0,,0,0,,85,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-07-05,,,,,,,,0,,0,0,,86,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-07-06,,,,,,,,0.04,,0,0,,83,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-07-07,,,,,,,,0,,0,0,,89,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
