DATE,ACMH,ACSH,AWND,DASF,FMTM,MDSF,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
1901-02-10,,,,,,,,0,,0,,,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-02-11,,,,,,,,0,,0,,,35,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-02-12,,,,,,,,0,,0,,,31,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-02-13,,,,,,,,0,,0,,,21,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-02-14,,,,,,,,0,,0,,,26,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-02-15,,,,,,,,0,,0,,,37,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-02-16,,,,,,,,0,,0,,,41,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-02-17,,,,,,,,0,,0,,,39,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-02-18,,,,,,,,0.08,,1.5,,,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-02-19,,,,,,,,0,,0,,,40,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-02-20,,,,,,,,0,,0,,,32,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-02-21,,,,,,,,0,,0,,,27,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-02-22,,,,,,,,0,,0,,,31,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-02-23,,,,,,,,0,,0,,,26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-02-24,,,,,,,,0.02,,0.5,,,27,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-02-25,,,,,,,,0,,0,,,40,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-02-26,,,,,,,,0,,0,,,42,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-02-27,,,,,,,,0,,0,,,28,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-02-28,,,,,,,,0,,0,,,29,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-01,,,,,,,,0,,0,,,44,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-02,,,,,,,,0.06,,0,,,47,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-03,,,,,,,,0,,0,,,41,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-04,,,,,,,,0.11,,0,,,50,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-05,,,,,,,,0.14,,0,,,41,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-06,,,,,,,,0,,0,,,17,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-07,,,,,,,,0,,0,,,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-08,,,,,,,,0,,0,,,47,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-09,,,,,,,,0.01,,0,,,49,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-10,,,,,,,,0.29,,0,,,42,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-11,,,,,,,,2.94,,0,,,52,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-12,,,,,,,,0,,0,,,43,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-13,,,,,,,,0,,0,,,44,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-14,,,,,,,,0.02,,0,,,51,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-15,,,,,,,,0.02,,0,,,42,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-16,,,,,,,,0.01,,0,,,38,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-17,,,,,,,,0,,0,,,45,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-18,,,,,,,,0,,0,,,52,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-19,,,,,,,,0,,0,,,48,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-20,,,,,,,,0.08,,0,,,48,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-21,,,,,,,,1.17,,0,,,53,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-22,,,,,,,,0,,0,,,48,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-23,,,,,,,,0,,0,,,51,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-24,,,,,,,,0.05,,0,,,45,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-25,,,,,,,,0.27,,0,,,47,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-26,,,,,,,,0.3,,0,,,45,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-27,,,,,,,,0,,0,,,52,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-28,,,,,,,,0,,0,,,39,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-29,,,,,,,,0,,0,,,42,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-30,,,,,,,,0,,0,,,48,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-03-31,,,,,,,,0,,0,,,47,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-01,,,,,,,,0,,0,,,49,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-02,,,,,,,,0,,0,,,48,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-03,,,,,,,,1.4,,0,,,50,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-04,,,,,,,,0.2,,0,,,45,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-05,,,,,,,,0.01,,0,,,50,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-06,,,,,,,,0.94,,0,,,47,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-07,,,,,,,,0,,0,,,50,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-08,,,,,,,,0,,0,,,49,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-09,,,,,,,,0,,0,,,49,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-10,,,,,,,,0,,0,,,49,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-11,,,,,,,,0,,0,,,53,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-12,,,,,,,,0,,0,,,60,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-13,,,,,,,,0,,0,,,57,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-14,,,,,,,,0,,0,,,53,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-15,,,,,,,,0.08,,0,,,47,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-16,,,,,,,,0.01,,0,,,52,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-17,,,,,,,,0,,0,,,60,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-18,,,,,,,,0,,0,,,48,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-19,,,,,,,,0,,0,,,49,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-20,,,,,,,,1.81,,0,,,48,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-21,,,,,,,,0.97,,0,,,55,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-22,,,,,,,,0.01,,0,,,60,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-23,,,,,,,,0.01,,0,,,53,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-24,,,,,,,,0.6,,0,,,50,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-25,,,,,,,,0.58,,0,,,49,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-26,,,,,,,,0,,0,,,58,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-27,,,,,,,,0,,0,,,60,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-28,,,,,,,,0,,0,,,67,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-29,,,,,,,,0,,0,,,74,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-04-30,,,,,,,,0,,0,,,80,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-01,,,,,,,,0.06,,0,,,63,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-02,,,,,,,,0.19,,0,,,56,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-03,,,,,,,,0.02,,0,,,58,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-04,,,,,,,,0,,0,,,63,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-05,,,,,,,,0,,0,,,71,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-06,,,,,,,,0,,0,,,61,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-07,,,,,,,,0,,0,,,73,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-08,,,,,,,,0,,0,,,65,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-09,,,,,,,,1.2,,0,,,55,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-10,,,,,,,,1.3,,0,,,57,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-11,,,,,,,,0.03,,0,,,68,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-12,,,,,,,,0.01,,0,,,71,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-13,,,,,,,,0.16,,0,,,65,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-14,,,,,,,,0,,0,,,64,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-15,,,,,,,,0,,0,,,71,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-16,,,,,,,,0,,0,,,74,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-17,,,,,,,,0,,0,,,69,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-18,,,,,,,,0.46,,0,,,58,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-19,,,,,,,,0,,0,,,54,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-20,,,,,,,,0,,0,,,53,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-21,,,,,,,,0,,0,,,69,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-22,,,,,,,,0.16,,0,,,67,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-23,,,,,,,,0,,0,,,80,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-24,,,,,,,,0.28,,0,,,85,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-25,,,,,,,,0.55,,0,,,57,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-26,,,,,,,,0.26,,0,,,53,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-27,,,,,,,,1.37,,0,,,59,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-28,,,,,,,,0.01,,0,,,69,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-29,,,,,,,,0.37,,0,,,57,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-30,,,,,,,,0,,0,,,66,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-05-31,,,,,,,,0,,0,,,68,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-06-01,,,,,,,,0.1,,0,,,71,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-06-02,,,,,,,,0.17,,0,,,65,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-06-03,,,,,,,,0,,0,,,72,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-06-04,,,,,,,,0,,0,,,79,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-06-05,,,,,,,,0,,0,,,81,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-06-06,,,,,,,,0,,0,,,89,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-06-07,,,,,,,,0.44,,0,,,77,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-06-08,,,,,,,,0,,0,,,67,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-06-09,,,,,,,,0,,0,,,70,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-06-10,,,,,,,,0,,0,,,76,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-06-11,,,,,,,,0,,0,,,80,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-06-12,,,,,,,,0,,0,,,89,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-06-13,,,,,,,,0,,0,,,81,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-06-14,,,,,,,,0,,0,,,81,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-06-15,,,,,,,,0.02,,0,,,73,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-06-16,,,,,,,,0,,0,,,74,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
